,genre_ids,overview,title,Western,Romance,Horror,TV Movie,Fantasy,Drama,Science Fiction,War,Music,History,Thriller,Comedy,Crime,Mystery,Action,Animation,Family,Adventure
4441,"['Drama', 'Science Fiction', 'Thriller']",George Orwell's novel of a totalitarian future society in which a man whose daily work is rewriting history tries to rebel by falling in love.,Nineteen Eighty-Four,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
4442,"['Thriller', 'Science Fiction', 'Action']","When their ship crash-lands on a remote planet, the marooned passengers soon learn that escaped convict Riddick isn't the only thing they have to fear. Deadly creatures lurk in the shadows, waiting to attack in the dark, and the planet is rapidly plunging into the utter blackness of a total eclipse. With the body count rising, the doomed survivors are forced to turn to Riddick with his eerie eyes to guide them through the darkness to safety. With time running out, there's only one rule: Stay in the light.",Pitch Black,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4443,"['Comedy', 'Romance']","María and Susana, two rebellious teenagers, spend the summer in a catholic camp. While they are grounded during a weekend, the most unexpected arrival in the most unexpected way will change their feelings about life, love and freedom.",Holy Camp!,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4444,"['Action', 'Comedy', 'Crime']","A desk-bound CIA analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer, and prevent diabolical global disaster.",Spy,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
4445,"['Animation', 'Family']","Dance your way to a magical adventure with Barbie as Kristyn, a ballerina with big dreams! When she tries on a pair of sparkling pink shoes, she and her best friend, Hailey, are whisked away to a fantastical ballet world. There, Kristyn discovers she must dance in her favorite ballets in order to defeat an evil Snow Queen. With performances to the legendary Giselle and Swan Lake ballets, it's a wonderful journey where if you dance with your heart, dreams come true!",Barbie in the Pink Shoes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4446,"['Music', 'Animation', 'Comedy', 'Family']","The two pigs building houses of hay and sticks scoff at their brother, building the brick house. But when the wolf comes around and blows their houses down (after trickery like dressing as a foundling sheep fails), they run to their brother's house. And throughout, they sing the classic song, ""Who's Afraid of the Big Bad Wolf?"".",Three Little Pigs,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
4447,"['Horror', 'Drama', 'Fantasy']",An ancient Egyptian priest named Imhotep is revived when an archaeological expedition finds his mummy and one of the archaeologists accidentally reads an ancient life-giving spell. Imhotep escapes from the field site and searches for the reincarnation of the soul of his lover.,The Mummy,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4448,"['Action', 'Thriller']",A conflict of interest between two high-kicking assassin sisters is complicated as they're pursued by the criminals who hired them and an equally high-kicking female cop.,So Close,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4449,"['Comedy', 'Drama']",Grady is a 50-ish English professor who hasn't had a thing published in years—not since he wrote his award winning 'Great American Novel' 7 years ago. This weekend proves even worse than he could imagine as he finds himself reeling from one misadventure to another in the company of a new wonder boy author.,Wonder Boys,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4450,"['Adventure', 'Family', 'Drama', 'Comedy']",A wrongfully convicted boy is sent to a brutal desert detention camp where he must dig holes in order to build character. What he doesn't know is that he is digging holes in order to search for a lost treasure hidden somewhere in the camp.,Holes,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
4451,"['Action', 'Comedy', 'Science Fiction']","Test pilot Tuck Pendleton volunteers to test a special vessel for a miniaturization experiment. Accidentally injected into a neurotic hypochondriac, Jack Putter, Tuck must convince Jack to find his ex-girlfriend, Lydia Maxwell, to help him extract Tuck and his ship and re-enlarge them before his oxygen runs out.",Innerspace,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
4452,"['Mystery', 'Science Fiction', 'Thriller']","Mulder and Scully, now taken off the FBI's X Files cases, must find a way to fight the shadowy elements of the government to find out the truth about a conspiracy that might mean the alien colonization of Earth.",The X Files,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
4453,"['Comedy', 'Horror']","Seeking shelter from a relentless rainstorm and landslides in a remote region of Wales, five travelers are admitted to a large foreboding old house that belongs to the extremely strange Femm family. Sepulchral Horace Femm and his obsessive, inhospitable sister Rebecca are the group's peculiar hosts. The house also holds surprises - and a brutish mute manservant named Morgan.",The Old Dark House,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4454,"['Drama', 'Comedy']","A recently retired man embarks on a journey to his estranged daughter's wedding, only to discover more about himself and life than he ever expected.",About Schmidt,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4455,"['Drama', 'Thriller']","Hayley’s a smart, charming teenage girl. Jeff’s a handsome, smooth fashion photographer. An Internet chat, a coffee shop meet-up, an impromptu fashion shoot back at Jeff’s place. Jeff thinks it’s his lucky night. He’s in for a surprise.",Hard Candy,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
4456,"['Animation', 'Family', 'Comedy', 'Fantasy']",The Grinch hatches a scheme to ruin Christmas when the residents of Whoville plan their annual holiday celebration.,The Grinch,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
4457,"['Science Fiction', 'Action']","Investigative journalist Eddie Brock attempts a comeback following a scandal, but accidentally becomes the host of Venom, a violent, super powerful alien symbiote. Soon, he must rely on his newfound powers to protect the world from a shadowy organization looking for a symbiote of their own.",Venom,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4458,"['Comedy', 'Science Fiction']","When the nefarious Dark Helmet hatches a plan to snatch Princess Vespa and steal her planet's air, space-bum-for-hire Lone Starr and his clueless sidekick fly to the rescue. Along the way, they meet Yogurt, who puts Lone Starr wise to the power of ""The Schwartz."" Can he master it in time to save the day?",Spaceballs,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4459,"['Action', 'Thriller', 'Crime']","After sparing a girl's life during a massacre, an elite Triad assassin is targeted by an onslaught of murderous gangsters.",The Night Comes for Us,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
4460,"['Thriller', 'Crime', 'Romance', 'Drama']","Looking to escape her unhappy marriage, villainous femme fatale Bridget Gregory convinces her husband, Clay, to sell cocaine, then steals the profits and runs out on him. She stops in a small town en route to Chicago, where she ensnares her next conquest, insurance man Mike Swale. After getting a job at his insurance company, Bridget convinces Mike to run a scam -- but things take a deadly turn when she recruits him to help get rid of her husband.",The Last Seduction,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
4461,"['Romance', 'Comedy', 'Drama']","The film consists of a series of tightly interlinked vignettes, the most sustained of which details the story of a man and a woman who are passionately in love. Their attempts to consummate their passion are constantly thwarted, by their families, by the Church and bourgeois society in general.",L'Âge d'or,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4462,['Comedy'],"The film tells the life of Maria Fe, a young woman who faces singleness after six years of relationship. Along with her two soul friends, played by Karina Jordán and Jely Reátegui, the girl must learn to be single again. On the way, you will run into old loves, new adventures and lots of fun.",How to Get Over a Breakup,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4463,"['Fantasy', 'Science Fiction', 'Comedy']","In an alternate present-day version of Oakland, black telemarketer Cassius Green discovers a magical key to professional success – which propels him into a macabre universe.",Sorry to Bother You,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
4464,"['Crime', 'Thriller', 'Action', 'Mystery']","One year after outwitting the FBI and winning the public’s adulation with their mind-bending spectacles, the Four Horsemen resurface only to find themselves face to face with a new enemy who enlists them to pull off their most dangerous heist yet.",Now You See Me 2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
4465,"['Action', 'Crime', 'Drama', 'Thriller']","""Popeye"" Doyle travels to Marseilles to find Alain Charnier, the drug smuggler that eluded him in New York.",French Connection II,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
4466,['Drama'],A star quarterback gets knocked out of the game and an unknown third stringer is called in to replace him. The unknown gives a stunning performance and forces the ageing coach to reevaluate his game plans and life. A new co-owner/president adds to the pressure of winning. The new owner must prove herself in a male dominated world.,Any Given Sunday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4467,"['Crime', 'Action', 'Drama']","With friends like these, who needs enemies? That's the question bad guy Porter is left asking after his wife and partner steal his heist money and leave him for dead -- or so they think. Five months and an endless reservoir of bitterness later, Porter's partners and the crooked cops on his tail learn how bad payback can be.",Payback,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4468,"['Action', 'Thriller', 'Science Fiction', 'Horror']",A game designer on the run from assassins must play her latest virtual reality creation with a marketing trainee to determine if the game has been damaged.,eXistenZ,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4469,"['Crime', 'Action']","While on a prison furlough, a lowly criminal evades his guards and returns to his old stomping ground to take revenge on the people who turned him into a cold blooded killer.",Avengement,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4470,"['Drama', 'Mystery']",Young artist Kyoko wreaks havoc on everyone that she encounters when Japan's oldest major movie studio asks a batch of venerable filmmakers to revive its high-brow soft-core Roman Porno series.,Antiporno,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4471,"['Drama', 'Fantasy']","Hushpuppy, an intrepid six-year-old girl, lives with her father, Wink in 'the Bathtub', a southern Delta community at the edge of the world. Wink’s tough love prepares her for the unraveling of the universe—for a time when he’s no longer there to protect her. When Wink contracts a mysterious illness, nature flies out of whack—temperatures rise, and the ice caps melt, unleashing an army of prehistoric creatures called aurochs. With the waters rising, the aurochs coming, and Wink’s health fading, Hushpuppy goes in search of her lost mother.",Beasts of the Southern Wild,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4472,"['Adventure', 'Fantasy', 'Animation', 'Action', 'Science Fiction']","After a mysterious prisoner with only a few weeks left on his sentence breaks out of prison in Central City, the Elric brothers attempt to track him down. The search leads them to Table City in the southwestern country of Creta, where Alphonse rescues a young alchemist named Julia from the very man they are trying to capture. In the thick of the fight, they literally tumble into Julia's home turf, the slums of Milos Valley, and are embroiled in the grassroots rebellion of her people.",Fullmetal Alchemist the Movie: The Sacred Star of Milos,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1
4473,"['Thriller', 'Mystery']",A writer stumbles upon a long-hidden secret when he agrees to help former British Prime Minister Adam Lang complete his memoirs on a remote island after the politician's assistant drowns in a mysterious accident.,The Ghost Writer,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4474,"['Action', 'Thriller']","Austin's hottest DJ, Jungle Julia, sets out into the night to unwind with her two friends Shanna and Arlene. Covertly tracking their moves is Stuntman Mike, a scarred rebel leering from behind the wheel of his muscle car, revving just feet away.",Death Proof,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4475,"['Fantasy', 'Comedy', 'Drama']",A social butterfly who dies during her birthday week is given a second chance to right her wrongs on Earth.,Afterlife of the Party,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
4476,"['Comedy', 'Drama', 'Music']","To prove a point about measuring up and fitting in, Texas teen Willowdean “Dumplin’” Dickson enters a local pageant run by her ex-beauty queen mom.",Dumplin',0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
4477,"['Western', 'Horror', 'Drama']","During a shootout in a saloon, Sheriff Hunt injures a suspicious stranger. The doctor's assistant, wife of the local foreman, tends to him in prison. That night, the town is attacked and they both disappear—only the arrow of a cannibal tribe is found. Hunt and a few of his men go in search of the prisoner and the foreman's wife.",Bone Tomahawk,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4478,"['Thriller', 'Drama']",A thriller that revolves around the key people at an investment bank over a 24-hour period during the early stages of the financial crisis.,Margin Call,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
4479,"['Adventure', 'Fantasy', 'Comedy', 'Family']","The boy who wasn't supposed to grow up—Peter Pan—does just that, becoming a soulless corporate lawyer whose workaholism could cost him his wife and kids. During his trip to see Granny Wendy in London, the vengeful Capt. Hook kidnaps Peter's kids and forces Peter to return to Neverland.",Hook,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
4480,"['Action', 'Thriller', 'Science Fiction', 'Adventure']","When an asteroid threatens to collide with Earth, NASA honcho Dan Truman determines the only way to stop it is to drill into its surface and detonate a nuclear bomb. This leads him to renowned driller Harry Stamper, who agrees to helm the dangerous space mission provided he can bring along his own hotshot crew. Among them is the cocksure A.J. who Harry thinks isn't good enough for his daughter, until the mission proves otherwise.",Armageddon,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
4481,"['Crime', 'Drama', 'Thriller']","Earl Stone, a man in his eighties, is broke, alone, and facing foreclosure of his business when he is offered a job that simply requires him to drive. Easy enough, but, unbeknownst to Earl, he's just signed on as a drug courier for a Mexican cartel. He does so well that his cargo increases exponentially, and Earl hit the radar of hard-charging DEA agent Colin Bates.",The Mule,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
4482,"['Music', 'Comedy', 'Drama']","A fictionalized biopic of Aline Dieu, a multitalented singer from a musically inclined family.",Aline,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
4483,"['Adventure', 'Action', 'Comedy', 'Fantasy']","Four teenagers in detention discover an old video game console with a game they’ve never heard of. When they decide to play, they are immediately sucked into the jungle world of Jumanji in the bodies of their avatars. They’ll have to complete the adventure of their lives filled with fun, thrills and danger or be stuck in the game forever!",Jumanji: Welcome to the Jungle,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
4484,"['Science Fiction', 'Drama', 'Thriller']","Three high school students make an incredible discovery, leading to their developing uncanny powers beyond their understanding. As they learn to control their abilities and use them to their advantage, their lives start to spin out of control, and their darker sides begin to take over.",Chronicle,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
4485,"['Drama', 'Romance']","A tight-knit group of New York City street dancers, including Luke and Natalie, team up with NYU freshman Moose, and find themselves pitted against the world's best hip hop dancers in a high-stakes showdown that will change their lives forever.",Step Up 3D,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4486,"['Comedy', 'Music']","A guy who danced with what could be the girl of his dreams at a costume ball only has one hint at her identity: the Zune she left behind as she rushed home in order to make her curfew. And with a once-in-a-lifetime opportunity in front of him, he sets out to find his masked beauty.",Another Cinderella Story,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4487,"['Action', 'Drama', 'History', 'War']","In 1940, the Royal Air Force fights a desperate battle against the might of the Luftwaffe for control of the skies over Britain, thus preventing the Nazi invasion of Britain.",Battle of Britain,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
4488,"['Comedy', 'Drama', 'Romance']","In 1965, a young woman with dreams of becoming a writer has a son at the age of 15 and struggles to make things work with the drug-addicted father.",Riding in Cars with Boys,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4489,"['Romance', 'Comedy']","A childhood incident has convinced Faith Corvatch that her true love is a guy named ""Damon Bradley,"" but she has yet to meet him. Preparing to settle down and marry a foot doctor, Faith impulsively flies to Venice when it seems that she may be able to finally encounter the man of her dreams. Instead, she meets the charming Peter Wright. But can they fall in love if she still believes that she is intended to be with someone else?",Only You,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4490,"['Romance', 'Drama', 'History']","Italy from the '80s to the present day, through the dreams, loves, successes and failures of four friends.",The Best Years,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4491,"['Music', 'Comedy', 'Drama']","A young Scottish singer, Rose-Lynn Harlan, dreams of making it as a country artist in Nashville after being released from prison.",Wild Rose,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
4492,['Comedy'],"Checco is 39 and lived his entire life with his parents. He loves his job where he does nothing the whole day, until something happens that will change his behavior and his life forever...",Where Am I Going?,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4493,['Drama'],"The inspirational story of World Champion Boxer Vinny Pazienza, who after a near fatal car crash, which left him not knowing if he'd ever walk again, made one of sports most incredible comebacks.",Bleed for This,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4494,"['Comedy', 'Drama']","With his wife Elizabeth on life support after a boating accident, Hawaiian land baron Matt King takes his daughters on a trip from Oahu to Kauai to confront a young real estate broker, who was having an affair with Elizabeth before her misfortune.",The Descendants,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4495,['Drama'],A sister and brother face the realities of familial responsibility as they begin to care for their ailing father.,The Savages,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4496,"['Music', 'Comedy']","Exploring every facet of ‘Weird Al’ Yankovic’s life, from his meteoric rise to fame with early hits like ‘Eat It’ and ‘Like a Surgeon’ to his torrid celebrity love affairs and famously depraved lifestyle, this biopic takes audiences on a truly unbelievable journey through Yankovic’s life and career, from gifted child prodigy to the greatest musical legend of all time.",Weird: The Al Yankovic Story,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4497,"['Drama', 'Crime', 'Comedy']","When a bestselling celebrity biographer is no longer able to get published because she has fallen out of step with current tastes, she turns her art form to deception.",Can You Ever Forgive Me?,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
4498,"['Drama', 'Comedy', 'Romance']","Unpolished and ultra-pragmatic industrialist Jean-Jacques Castella reluctantly attends Racine's tragedy ""Berenice"" in order to see his niece play a bit part. He is taken with the play's strangely familiar-looking leading lady Clara Devaux. During the course of the show, Castella soon remembers that he once hired and then promptly fired the actress as an English language tutor. He immediately goes out and signs up for language lessons. Thinking that he is nothing but an ill-tempered philistine with bad taste, Clara rejects him until Castella charms her off her feet.",The Taste of Others,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4499,"['Horror', 'Comedy', 'Thriller']","Ex-soldier Frank Brayker is the guardian of an ancient key that can unlock tremendous evil; the sinister Collector is a demon who wants the key so he can initiate the apocalypse. On the run from wicked mercenaries for almost 90 years, Brayker finally stops in at a boarding house in New Mexico where — with the help of its residents — he plans to face off against the Collector and his band of ghouls, preventing them from ever seizing the key.",Tales from the Crypt: Demon Knight,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
4500,"['Comedy', 'Crime', 'Adventure']",Fantômas is a man of many disguises. He uses maquillage as a weapon. He can impersonate anyone using an array of masks and can create endless confusion by constantly changing his appearance.,Fantomas,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
4501,"['Drama', 'Romance']",An unexpected affair quickly escalates into a heart-stopping reality for two women whose passionate connection changes their lives forever.,Below Her Mouth,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4502,"['Horror', 'Drama', 'Fantasy']","The story of Dulce, a mother who has encounters with apparitions inside her old house. She must decipher a mystery that could trigger a prophecy: the death of her family.",The House at the End of Time,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4503,['Comedy'],"Three high school seniors throw a party to make a name for themselves. As the night progresses, things spiral out of control as word of the party spreads.",Project X,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4504,"['Crime', 'Comedy', 'Thriller']","Grocery store clerk Simon occasionally sells drugs from his cash register at work, so when soap opera actors Adam and Zack come looking for Ecstasy on a quiet Christmas Eve, they are surprised to find Ronna covering his shift. Desperate for money, Ronna decides to become an impromptu drug dealer, unaware that Adam and Zack are secretly working for obsessed narcotics officer Burke.",Go,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
4505,"['Action', 'Crime', 'Thriller']","Liu Jian, an elite Chinese police officer, comes to Paris to arrest a Chinese drug lord. When Jian is betrayed by a French officer and framed for murder, he must go into hiding and find new allies.",Kiss of the Dragon,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
4506,['Horror'],"Nala, a thirteen-year-old girl from the city, travels with her family to her grandmother's home in the countryside, to try to find a cure for her little sister's mysterious illness - But she'll soon find her granny is not exactly what she seems...",Evil Eye,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4507,['Drama'],Bombshell is a revealing look inside the most powerful and controversial media empire of all time; and the explosive story of the women who brought down the infamous man who created it.,Bombshell,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4508,"['Mystery', 'Comedy', 'Crime']",The famous Pink Panther jewel has once again been stolen and Inspector Clouseau is called in to catch the thief. The Inspector is convinced that 'The Phantom' has returned and utilises all of his resources – himself and his Asian manservant – to reveal the identity of 'The Phantom'.,The Return of the Pink Panther,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
4509,"['Drama', 'Mystery']",A teenage loner pushes his way into the underworld of a high school crime ring to investigate the disappearance of his ex-girlfriend.,Brick,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4510,['Thriller'],"A Texas cop, whose own daughter might have been forced into sexual slavery, joins forces with a Mexican youth to find the boy's sister, who was abducted and forced into prostitution. Meanwhile, a Ukrainian woman who was promised a better life in America also becomes a victim.",Trade,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4511,"['Romance', 'Drama']","As a shocking truth about a couple's families emerges, the two lovers discover they are not so different from each other. Tessa is no longer the sweet, simple, good girl she was when she met Hardin — any more than he is the cruel, moody boy she fell so hard for.",After Ever Happy,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4512,"['Action', 'History', 'Drama', 'War']","Forced into exile by the English after being crowned King of Scotland, legendary warrior Robert the Bruce fights to reclaim the throne.",Outlaw King,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
4513,['Comedy'],"1975. When Seyolo Zantoko, a doctor from the Congo who has managed, along with his family, to flee tyranny, is hired by the mayor of a small town in northern France, he begins a struggle to adapt to a new life and gain the trust of the prejudiced villagers.",The African Doctor,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4514,['Comedy'],"Salvo and Valentino are two happy Sicilian friends, who do not want to work, because they know that if they find a permanent job, their girlfriends will ask them to marry them.",Nati stanchi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4515,"['Action', 'Drama', 'History', 'War']","Based on a true story, during World War II, four Jewish brothers escape their Nazi-occupied homeland of West Belarus in Poland and join the Soviet partisans to combat the Nazis. The brothers begin the rescue of roughly 1,200 Jews still trapped in the ghettos of Poland.",Defiance,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
4516,"['Action', 'Adventure', 'Drama']","The plane carrying wealthy Charles Morse crashes down in the Alaskan wilderness. Together with the two other passengers, photographer Robert and assistant Stephen, Charles devises a plan to help them reach civilization. However, his biggest obstacle might not be the elements, or even the Kodiak bear stalking them -- it could be Robert, whom Charles suspects is having an affair with his wife and would not mind seeing him dead.",The Edge,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
4517,"['Thriller', 'Crime', 'Drama']","Terry is a small-time car dealer trying to leave his shady past behind and start a family. Martine is a beautiful model from Terry's old neighbourhood who knows that Terry is no angel. When Martine proposes a foolproof plan to rob a bank, Terry recognises the danger but realises this may be the opportunity of a lifetime. As the resourceful band of thieves burrows its way into a safe-deposit vault at a Lloyds Bank, they quickly realise that, besides millions in riches, the boxes also contain secrets that implicate everyone from London's most notorious underworld gangsters to powerful government figures, and even the Royal Family. Although the heist makes headlines throughout Britain for several days, a government gag order eventually brings all reporting of the case to an immediate halt.",The Bank Job,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
4518,"['Action', 'Adventure', 'Thriller']","As a collection of history's worst tyrants and criminal masterminds gather to plot a war to wipe out millions, one man must race against time to stop them.",The King's Man,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
4519,"['Drama', 'War']","One of the most celebrated war correspondents of our time, Marie Colvin is an utterly fearless and rebellious spirit, driven to the frontlines of conflicts across the globe to give voice to the voiceless.",A Private War,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4520,"['Action', 'Thriller', 'Crime']","Hobbs has Dominic and Brian reassemble their crew to take down a team of mercenaries: Dominic unexpectedly gets convoluted also facing his presumed deceased girlfriend, Letty.",Fast & Furious 6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
4521,"['Family', 'Crime', 'Comedy', 'Mystery', 'Music']","Kermit and Fozzie are newspaper reporters sent to London to interview Lady Holiday, a wealthy fashion designer whose priceless diamond necklace is stolen. Kermit meets and falls in love with her secretary, Miss Piggy. The jewel thieves strike again, and this time frame Miss Piggy. It's up to Kermit and Muppets to bring the real culprits to justice.",The Great Muppet Caper,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0
4522,"['Drama', 'Romance']","Venice, 1596. Bassanio begs his friend Antonio, a prosperous merchant, to lend him a large sum of money so that he can woo Portia, a very wealthy heiress; but Antonio has invested his fortune abroad, so they turn to Shylock, a Jewish moneylender, and ask him for a loan.",The Merchant of Venice,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4523,"['Comedy', 'Romance']","Heiress Joanna Stayton hires carpenter Dean Proffitt to build a closet on her yacht—and refuses to pay him for the project when it's done. But after Joanna accidentally falls overboard and loses her memory, Dean sees an opportunity to get even.",Overboard,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4524,"['Action', 'Adventure', 'Comedy']","Alan gets a map to some war treasure which the Japanese army left behind on a small Pacific island at the end of World War II. But some gangsters try to steal the map from him and so he hides on Charlie's boat which just leaves the harbor. He manipulates the ship's compass so that Charlie is not aware that he is sailing to the treasure island. But when they step on the island, they discover that it is not as abandoned as they believed: there are some natives - and a Japanese soldier still defending the treasure",Who Finds a Friend Finds a Treasure,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
4525,"['Animation', 'Fantasy', 'Horror']","In Japan, the vampire-hunter Saya, who is a powerful original, is sent by her liaison with the government, David, posed as a teenage student to the Yokota High School on the eve of Halloween to hunt down vampires. Saya asks David to give a new katana to her. Soon she saves the school nurse Makiho Amano from two vampires disguised of classmates and Makiho witnesses her fight against the powerful demon.",Blood: The Last Vampire,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4526,['Comedy'],"Olive, an average high school student, sees her below-the-radar existence turn around overnight once she decides to use the school's gossip grapevine to advance her social standing. Now her classmates are turning against her and the school board is becoming concerned, including her favorite teacher and the distracted guidance counselor. With the support of her hilariously idiosyncratic parents and a little help from a long-time crush, Olive attempts to take on her notorious new identity and crush the rumor mill once and for all.",Easy A,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4527,"['Drama', 'Romance']","Adam, a lonely man with Asperger's Syndrome, develops a relationship with his upstairs neighbor, Beth.",Adam,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4528,"['Adventure', 'Comedy', 'Family']","Three wealthy children's parents are killed in a fire. When they are sent to a distant relative, they find out that he is plotting to kill them and seize their fortune.",Lemony Snicket's A Series of Unfortunate Events,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
4529,"['Animation', 'Family', 'Science Fiction', 'Comedy', 'Action', 'Horror', 'TV Movie']","Poe Dameron and BB-8 must face the greedy crime boss Graballa the Hutt, who has purchased Darth Vader’s castle and is renovating it into the galaxy’s first all-inclusive Sith-inspired luxury hotel.",LEGO Star Wars Terrifying Tales,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0
